"GEOID","Year","Median AQI","rate_notgood_aqi"
"24017",2018,33,0.00280898876404494
"45025",2018,36,0
"51059",2018,48,0.00273972602739726
"51061",2018,32,0
"24021",2018,40,0
"47055",2018,37,0
"51",2018,39,0
"51085",2018,40,0
"51087",2018,42,0.00273972602739726
"51",2018,10,0
"51107",2018,35,0
"51",2018,34,0
"01089",2018,39,0
"51",2018,18,0
"51147",2018,31,0
"51153",2018,32,0
"51",2018,42,0
"51161",2018,41,0
"51163",2018,32,0
"33015",2018,33,0
"51",2018,35,0
"20185",2018,35,0.00378787878787879
"51",2018,39,0
"51",2018,33,0
"51",2018,8,0
"51197",2018,40,0
"08001",2018,17,0.0228571428571429
"53003",2018,36,0.0246153846153846
"05007",2018,36,0.0383561643835616
"53007",2018,36,0.0684931506849315
"53009",2018,42,0.0219178082191781
"05019",2018,35,0.0164383561643836
"05027",2018,22,0.0228013029315961
"53015",2018,27,0.010958904109589
"01059",2018,23,0.0194444444444444
"08045",2018,20,0.010989010989011
"05053",2018,26,0.0301369863013699
"53027",2018,29,0.010958904109589
"01073",2018,25,0.0167130919220056
"48269",2018,46,0.0383561643835616
"53035",2018,16,0.0143266475644699
"53037",2018,26,0.0335195530726257
"53039",2018,26,0.0194552529182879
"16061",2018,28,0.0164383561643836
"17125",2018,28,0.0164383561643836
"53047",2018,52,0.0904109589041096
"13229",2018,44,0.0301369863013699
"53057",2018,32,0.0219178082191781
"53061",2018,33,0.0246575342465753
"53063",2018,41,0.0328767123287671
"20189",2018,46,0.0465753424657534
"31173",2018,29,0.0174927113702624
"53071",2018,26,0.0219178082191781
"53073",2018,29,0.0249307479224377
"53075",2018,22,0.0191780821917808
"53077",2018,52,0.0438356164383562
"45015",2018,39,0
"54009",2018,19,0
"54011",2018,39,0
"13123",2018,29,0
"54025",2018,38,0
"13141",2018,35,0.00275482093663912
"18061",2018,36,0
"54039",2018,46,0.00274725274725275
"01093",2018,38,0
"01095",2018,52,0
"54061",2018,38,0
"18115",2018,41,0.00353356890459364
"54093",2018,35,0
"39173",2018,37,0
"39005",2018,36,0
"17009",2018,42,0.00277777777777778
"05027",2018,39,0.0040650406504065
"55025",2018,46,0.00547945205479452
"13091",2018,44,0.00821917808219178
"55029",2018,40,0.0178571428571429
"55035",2018,44,0.00273972602739726
"55039",2018,39,0.0040983606557377
"42053",2018,38,0
"05053",2018,42,0
"01073",2018,39,0.00823045267489712
"55059",2018,44,0.0383561643835616
"55061",2018,42,0.0208333333333333
"55063",2018,43,0
"55071",2018,40,0.0292887029288703
"55073",2018,39,0
"55079",2018,49,0.0136986301369863
"55087",2018,42,0.00277008310249307
"55089",2018,43,0.0192837465564738
"55101",2018,42,0.0466101694915254
"27133",2018,39,0.0040650406504065
"55111",2018,42,0.00273972602739726
"55117",2018,43,0.0460251046025105
"12123",2018,42,0
"55125",2018,39,0
"46129",2018,40,0.00843881856540084
"55133",2018,46,0.00821917808219178
"36001",2018,48,0.00821917808219178
"30003",2018,39,0
"21037",2018,43,0.010958904109589
"30009",2018,42,0
"56009",2018,41,0.00273972602739726
"08043",2018,46,0
"05071",2018,39,0
"56021",2018,43,0.00273972602739726
"05079",2018,16,0
"56025",2018,42,0
"08093",2018,31,0.00943396226415094
"29165",2018,15,0
"20179",2018,46,0.00821917808219178
"56035",2018,47,0
"56037",2018,48,0.0219178082191781
"16081",2018,44,0.00273972602739726
"56041",2018,44,0.00273972602739726
"56045",2018,42,0.00294117647058824
"01003",2019,40,0
"01027",2019,41,0
"01033",2019,38,0
"01049",2019,39,0
"01051",2019,39,0
"01055",2019,44,0
"01069",2019,38,0
"01073",2019,58,0.0356164383561644
"01079",2019,32,0
"01089",2019,49,0
"01097",2019,52,0
"01101",2019,57,0.00273972602739726
"01103",2019,45,0
"01113",2019,48,0
"01117",2019,42,0.0122950819672131
"01119",2019,38,0
"01125",2019,39,0
"02013",2019,14,0
"02020",2019,32,0.0246575342465753
"02050",2019,13,0.00630914826498423
"02068",2019,36,0
"02090",2019,44,0.106849315068493
"02110",2019,27,0.00828729281767956
"02122",2019,11,0.00847457627118644
"02170",2019,25,0.00831024930747922
"02185",2019,6,0
"04001",2019,11,0
"04003",2019,46,0
"04005",2019,45,0
"04007",2019,48,0.0438356164383562
"04012",2019,44,0
"04013",2019,67,0.104109589041096
"04015",2019,14,0
"04017",2019,44,0.00273972602739726
"04019",2019,49,0.00547945205479452
"04021",2019,63,0.0904109589041096
"04023",2019,39,0.00552486187845304
"04025",2019,43,0
"04027",2019,47,0.00821917808219178
"05001",2019,41,0
"05003",2019,43,0
"05007",2019,47,0
"05019",2019,32,0
"05031",2019,41,0
"05035",2019,47,0.00273972602739726
"05051",2019,50,0
"01071",2019,45,0
"05101",2019,36,0
"05113",2019,40,0.00277008310249307
"05119",2019,53,0
"05139",2019,46,0
"01129",2019,48,0
"06001",2019,50,0.0219178082191781
"06005",2019,39,0.00563380281690141
"06007",2019,51,0.0136986301369863
"06009",2019,43,0.00277777777777778
"06011",2019,41,0
"06013",2019,43,0.010958904109589
"06015",2019,26,0
"06017",2019,43,0.0164383561643836
"06019",2019,63,0.180821917808219
"06021",2019,42,0
"06023",2019,28,0
"06025",2019,61,0.0575342465753425
"06027",2019,47,0.0328767123287671
"06029",2019,69,0.26027397260274
"06031",2019,58,0.112328767123288
"06033",2019,31,0
"06037",2019,72,0.235616438356164
"06039",2019,52,0.0356164383561644
"06041",2019,37,0.00275482093663912
"06043",2019,50,0.0383561643835616
"06045",2019,36,0
"06047",2019,51,0.0191780821917808
"06051",2019,34,0.0410958904109589
"06053",2019,39,0.00273972602739726
"06055",2019,37,0.00550964187327824
"05099",2019,45,0.0138504155124654
"06059",2019,53,0.0438356164383562
"06061",2019,49,0.0246575342465753
"06063",2019,34,0.0146627565982405
"06065",2019,77,0.328767123287671
"06067",2019,52,0.0273972602739726
"06069",2019,39,0
"06071",2019,81,0.364383561643836
"06073",2019,66,0.0684931506849315
"06075",2019,39,0.00273972602739726
"06077",2019,47,0.0328767123287671
"06079",2019,49,0.00821917808219178
"06081",2019,39,0.00547945205479452
"06083",2019,45,0.00273972602739726
"06085",2019,48,0.010958904109589
"04023",2019,39,0
"06089",2019,42,0
"06093",2019,38,0.010958904109589
"06095",2019,45,0.00273972602739726
"06097",2019,36,0
"06099",2019,52,0.063013698630137
"06101",2019,48,0.00547945205479452
"06103",2019,43,0
"06105",2019,23,0.00743494423791822
"06107",2019,67,0.221917808219178
"06109",2019,43,0.00558659217877095
"06111",2019,51,0.0246575342465753
"06113",2019,43,0.00273972602739726
"08001",2019,50,0.00273972602739726
"08003",2019,12,0
"08005",2019,47,0.0164383561643836
"08007",2019,31,0.00550964187327824
"08013",2019,50,0.0136986301369863
"08015",2019,50,0.00694444444444444
"08019",2019,47,0.00680272108843537
"08029",2019,41,0
"08031",2019,54,0.00821917808219178
"08035",2019,47,0.0304709141274238
"08041",2019,46,0
"08043",2019,13,0
"08045",2019,48,0.00547945205479452
"08047",2019,45,0.00699300699300699
"08049",2019,45,0
"08051",2019,46,0.00552486187845304
"01071",2019,8,0
"01073",2019,46,0.0438356164383562
"08067",2019,44,0
"08069",2019,50,0.0164383561643836
"08077",2019,47,0.00274725274725275
"08083",2019,46,0
"08093",2019,50,0.00641025641025641
"08097",2019,11,0
"08099",2019,14,0
"08101",2019,26,0
"08103",2019,47,0
"08107",2019,13,0.00280898876404494
"08111",2019,9,0
"08113",2019,45,0
"08123",2019,53,0.0219178082191781
"09001",2019,46,0.0575342465753425
"09003",2019,43,0.0136986301369863
"09005",2019,37,0
"09007",2019,41,0.0341463414634146
"09009",2019,44,0.0383561643835616
"09011",2019,40,0.0192307692307692
"09013",2019,42,0.0235849056603774
"09015",2019,36,0.00277777777777778
NA,2019,72,0.25
NA,2019,43,0.0139664804469274
"10001",2019,44,0
"10003",2019,47,0.00821917808219178
"10005",2019,44,0
"11001",2019,49,0.0136986301369863
"12001",2019,39,0
"12003",2019,33,0
"12005",2019,44,0
"12009",2019,39,0
"12011",2019,47,0
"12017",2019,40,0
"12021",2019,40,0
"05027",2019,46,0
"12031",2019,51,0.00277008310249307
"01053",2019,44,0.00273972602739726
"12035",2019,34,0
"12047",2019,44,0
"12055",2019,36,0
"12057",2019,49,0.0136986301369863
"12059",2019,47,0
"12061",2019,36,0
"06033",2019,35,0.00303030303030303
"01081",2019,40,0.00273972602739726
"12073",2019,46,0.00277777777777778
"12077",2019,33,0
"12081",2019,36,0.00547945205479452
"01093",2019,44,0
"12085",2019,41,0
"12086",2019,44,0.00550964187327824
"12089",2019,41,0
"12091",2019,36,0
"06059",2019,39,0
"12097",2019,34,0.010989010989011
"12099",2019,40,0
"12101",2019,36,0
"12103",2019,47,0
"05113",2019,42,0
"12107",2019,17,0
"12113",2019,44,0
"12115",2019,43,0
"12117",2019,39,0.00273972602739726
"12111",2019,34,0
"12127",2019,41,0
"12129",2019,39,0
"01007",2019,46,0.00828729281767956
"13049",2019,26,0
"13051",2019,46,0
"13055",2019,40,0
"01025",2019,52,0
"13063",2019,48,0
"13067",2019,44,0.00354609929078014
"01031",2019,34,0
"05027",2019,39,0
"13085",2019,37,0.0040983606557377
"01049",2019,52,0.010958904109589
"13095",2019,52,0.00561797752808989
"08035",2019,40,0.0204081632653061
"13115",2019,54,0
"05049",2019,55,0.0191780821917808
"13127",2019,37,0
"13135",2019,52,0.00563380281690141
"13139",2019,49,0
"01067",2019,43,0.0192837465564738
"01069",2019,51,0.00564971751412429
"01085",2019,47,0
"13213",2019,42,0
"13215",2019,47,0
"01109",2019,37,0.0084985835694051
"13245",2019,52,0.0054945054945055
"13247",2019,43,0.020746887966805
"01119",2019,39,0
"01127",2019,49,0
"01129",2019,39,0.004739336492891
"15001",2019,21,0
"15003",2019,28,0
"15007",2019,16,0
"15009",2019,20,0.0110497237569061
"16001",2019,41,0
"16005",2019,24,0
"16009",2019,49,0.0302197802197802
"16013",2019,20,0
"16015",2019,44,0.00821917808219178
"16017",2019,27,0.00273972602739726
"16019",2019,38,0
"06007",2019,40,0
"16027",2019,32,0
"08027",2019,8,0
"01059",2019,23,0.00824175824175824
"16049",2019,44,0
"16053",2019,20,0
"16055",2019,31,0
"16057",2019,14,0
"16059",2019,31,0.0111111111111111
"16069",2019,32,0
"16079",2019,38,0.00821917808219178
"16083",2019,26,0
"16085",2019,29,0
"08001",2019,41,0
"17019",2019,45,0
"05019",2019,34,0
"13075",2019,58,0.0246575342465753
"17043",2019,48,0.00852272727272727
"13103",2019,40,0
"12047",2019,47,0.00290697674418605
"17083",2019,46,0.00576368876080692
"17085",2019,34,0
"17089",2019,42,0.0140845070422535
"06033",2019,40,0.00816326530612245
"01087",2019,51,0
"17117",2019,33,0
"01089",2019,55,0.00826446280991736
"17111",2019,52,0.00588235294117647
"17113",2019,49,0
"17143",2019,44,0.0054945054945055
"01111",2019,43,0
"17161",2019,45,0.00554016620498615
"17",2019,47,0.00273972602739726
"17167",2019,45,0
"17197",2019,51,0
"17201",2019,49,0.00293255131964809
"18003",2019,49,0.00273972602739726
"18005",2019,44,0
"05009",2019,35,0
"17009",2019,35,0
"05015",2019,35,0
"05019",2019,45,0.00273972602739726
"18035",2019,36,0
"18037",2019,43,0
"18039",2019,41,0
"13115",2019,35,0
"01063",2019,40,0
"12047",2019,47,0.00547945205479452
"18063",2019,34,0
"01067",2019,37,0
"05061",2019,44,0.00277008310249307
"18069",2019,31,0
"01071",2019,35,0
"17095",2019,36,0
"18091",2019,37,0.010989010989011
"06033",2019,52,0.00273972602739726
"01089",2019,47,0.00273972602739726
"01093",2019,58,0.010958904109589
"01099",2019,43,0
"01103",2019,35,0
"01105",2019,37,0
"18127",2019,44,0.010958904109589
"18129",2019,35,0
"01117",2019,36,0
"18147",2019,41,0
"18141",2019,46,0
"18153",2019,41,0
"18157",2019,43,0
"18163",2019,46,0
"18167",2019,52,0.00273972602739726
"17185",2019,37,0
"18173",2019,36,0
"18183",2019,43,0
"19013",2019,41,0
"19017",2019,37,0
"19033",2019,15,0
"17027",2019,49,0
"18061",2019,38,0
"05071",2019,46,0
"01081",2019,39,0
"19113",2019,43,0
"01101",2019,41,0
"19139",2019,42,0
"19147",2019,44,0
"05113",2019,42,0
"19155",2019,38,0
"05127",2019,52,0.00547945205479452
"05141",2019,42,0
"19193",2019,38,0
"20017",2019,27,0.00847457627118644
"17053",2019,15,0
"05071",2019,38,0
"20103",2019,33,0
"20133",2019,45,0.00273972602739726
"08115",2019,41,0
"20177",2019,45,0.00273972602739726
"20181",2019,12,0
"20191",2019,41,0
"20195",2019,37,0
"20209",2019,43,0.00273972602739726
"21013",2019,40,0
"05009",2019,39,0
"21019",2019,44,0
"21029",2019,41,0
"21037",2019,44,0.00276243093922652
"21043",2019,37,0
"17021",2019,40,0
"18027",2019,46,0.00274725274725275
"21061",2019,46,0
"01057",2019,46,0
"21089",2019,37,0
"13141",2019,42,0
"17069",2019,44,0
"17071",2019,53,0
"01073",2019,54,0.00547945205479452
"21113",2019,43,0
"17105",2019,41,0
"21145",2019,50,0
"01103",2019,36,0
"21185",2019,42,0.00413223140495868
"01105",2019,44,0
"01109",2019,41,0
"05119",2019,41,0
"21213",2019,40,0
"21221",2019,37,0
"13301",2019,44,0
"01129",2019,39,0
"22005",2019,33,0.00277008310249307
"22015",2019,37,0
"22017",2019,39,0
"22019",2019,53,0
"22033",2019,50,0.00547945205479452
"22047",2019,38,0.010958904109589
"01073",2019,42,0
"05073",2019,46,0
"22057",2019,51,0.00555555555555556
"17105",2019,48,0
"22071",2019,36,0
"05103",2019,36,0
"22077",2019,33,0.00854700854700855
"22079",2019,40,0
"22087",2019,52,0.00273972602739726
"22093",2019,29,0
"22095",2019,33,0
"22099",2019,34,0
"22103",2019,41,0
"22105",2019,40,0
"22109",2019,37,0
"22121",2019,47,0
"23001",2019,33,0
"23003",2019,36,0.00547945205479452
"17035",2019,47,0
"13141",2019,37,0.00273972602739726
"23011",2019,29,0
"17095",2019,36,0
"23017",2019,33,0
"23019",2019,33,0
"01129",2019,34,0
"23031",2019,38,0.00432900432900433
"24003",2019,45,0.0265151515151515
"24005",2019,46,0.0246575342465753
"24",2019,46,0.0165289256198347
"24009",2019,39,0
"05015",2019,43,0.004149377593361
"24015",2019,42,0.00831024930747922
"24017",2019,40,0
"24019",2019,43,0.00821917808219178
"24021",2019,44,0.00411522633744856
"24023",2019,39,0
"24025",2019,45,0.0250696378830084
"05061",2019,39,0
"10001",2019,42,0.00277777777777778
"01101",2019,41,0
"24033",2019,45,0.0164383561643836
"01129",2019,42,0
"25001",2019,36,0
"25003",2019,41,0
"25005",2019,43,0
"25007",2019,39,0.0113636363636364
"25009",2019,41,0.00274725274725275
"01059",2019,40,0
"25013",2019,43,0
"25015",2019,41,0
"09007",2019,41,0
"25021",2019,34,0
"19149",2019,40,0
"25025",2019,46,0
"24047",2019,45,0
"26005",2019,39,0.0144927536231884
"12005",2019,34,0
"26019",2019,36,0
"13019",2019,39,0.00769230769230769
"17017",2019,39,0
"26033",2019,43,0
"17027",2019,35,0
"26049",2019,42,0
"26063",2019,36,0
"26065",2019,40,0
"26077",2019,43,0
"10001",2019,40,0
"26083",2019,12,0
"26091",2019,44,0
"26099",2019,39,0.00342465753424658
"26101",2019,36,0.00371747211895911
"17125",2019,35,0
"26113",2019,36,0
"01099",2019,16,0
"26121",2019,38,0.00381679389312977
"26125",2019,39,0.0068259385665529
"20143",2019,37,0
"26153",2019,31,0
"01115",2019,41,0.00821917808219178
"26157",2019,33,0
"26161",2019,44,0
"13305",2019,58,0.0246575342465753
"26165",2019,34,0
"27003",2019,39,0.00274725274725275
"27005",2019,31,0.00277777777777778
"27007",2019,26,0.00568181818181818
"27017",2019,28,0
"17017",2019,18,0.00285714285714286
"13075",2019,22,0
"27035",2019,31,0.00278551532033426
"27037",2019,36,0
"27049",2019,37,0
"27053",2019,49,0
"06033",2019,31,0
"19119",2019,34,0
"27095",2019,32,0
"27109",2019,40,0
"27123",2019,39,0
"27",2019,38,0.00273972602739726
"05127",2019,38,0
"27145",2019,34,0
"01129",2019,37,0
"27169",2019,21,0
"19197",2019,36,0
"28011",2019,49,0
"12027",2019,46,0.00274725274725275
"28035",2019,46,0
"13141",2019,43,0
"18061",2019,47,0
"28049",2019,52,0
"01071",2019,46,0.00273972602739726
"01077",2019,36,0
"01081",2019,39,0
"28161",2019,33,0
"29003",2019,40,0
"05009",2019,38,0
"19019",2019,42,0
"29027",2019,39,0
"17017",2019,42,0
"19031",2019,44,0
"01027",2019,43,0
"17027",2019,42,0
"01063",2019,43,0
"01071",2019,49,0
"13159",2019,37,0.00273972602739726
"01073",2019,42,0.00554016620498615
"05079",2019,40,0
"01099",2019,35,0
"01105",2019,40,0
"29",2019,42,0.0163934426229508
"29",2019,49,0.00821917808219178
"29",2019,38,0
"29",2019,54,0.0136986301369863
"29207",2019,31,0
"29213",2019,26,0
"30013",2019,28,0.00275482093663912
"30027",2019,38,0
"30029",2019,39,0.00273972602739726
"17059",2019,33,0
"06033",2019,10,0
"30049",2019,43,0.00547945205479452
"05079",2019,48,0.00274725274725275
"30063",2019,52,0.010958904109589
"05107",2019,34,0
"30075",2019,38,0.00277008310249307
"21197",2019,12,0
"30081",2019,19,0
"17159",2019,37,0
"30085",2019,13,0
"30087",2019,36,0.00273972602739726
"30089",2019,33,0
"20179",2019,16,0
"30093",2019,24,0
"30111",2019,31,0.00342465753424658
"17017",2019,13,0
"08035",2019,42,0
"13139",2019,25,0
"17095",2019,35,0
"31109",2019,36,0
"31153",2019,39,0
"31157",2019,25,0
"13275",2019,16,0
"01129",2019,34,0
"32510",2019,44,0
"32001",2019,41,0
"05019",2019,58,0.0136986301369863
"08035",2019,17,0
"32007",2019,14,0
"19119",2019,38,0
"32023",2019,15,0.00273972602739726
"32031",2019,48,0
"32033",2019,44,0.00276243093922652
"33001",2019,32,0
"33005",2019,35,0
"33007",2019,40,0
"33009",2019,35,0
"12057",2019,37,0
"33013",2019,36,0
"33015",2019,39,0.00273972602739726
"34001",2019,42,0.00273972602739726
"34003",2019,53,0.0136986301369863
"13039",2019,51,0.0136986301369863
"17035",2019,44,0.00831024930747922
"25009",2019,47,0
"34015",2019,37,0.00357142857142857
"34017",2019,47,0
"34019",2019,43,0.00276243093922652
"17131",2019,45,0.00547945205479452
"09007",2019,43,0.00828729281767956
"34025",2019,37,0
"20127",2019,36,0
"34029",2019,40,0.00573065902578797
"34031",2019,40,0.0036101083032491
"05139",2019,52,0
"13301",2019,39,0.00274725274725275
"35001",2019,55,0.010958904109589
"35003",2019,12,0
"35005",2019,21,0
"35",2019,54,0.0657534246575342
"35015",2019,47,0.0520547945205479
"35025",2019,48,0.010958904109589
"05079",2019,13,0
"35028",2019,12,0
"35029",2019,12,0.00554016620498615
"35039",2019,43,0
"08111",2019,49,0
"35043",2019,44,0
"35049",2019,44,0.00276243093922652
"35053",2019,14,0
"35055",2019,21,0
"35061",2019,44,0
"36001",2019,41,0
"36005",2019,46,0.00821917808219178
"20019",2019,38,0.00291545189504373
"36027",2019,34,0
"36029",2019,43,0
"25009",2019,42,0
"01059",2019,31,0
"12047",2019,35,0
"36043",2019,29,0
"01073",2019,35,0
"06031",2019,36,0
"01099",2019,40,0
"12089",2019,29,0
"36061",2019,46,0.00547945205479452
"36063",2019,35,0
"16071",2019,23,0
"36067",2019,39,0
"06059",2019,39,0
"36075",2019,34,0
"12107",2019,35,0.00303951367781155
"36081",2019,45,0.010958904109589
"13245",2019,41,0
"36087",2019,39,0.00273972602739726
"36091",2019,33,0
"18151",2019,37,0
"25025",2019,43,0.0246575342465753
"36109",2019,35,0
"13305",2019,35,0
"36119",2019,38,0.00273972602739726
"17003",2019,39,0
"37011",2019,40,0
"37021",2019,42,0
"21033",2019,42,0
"37031",2019,37,0
"37033",2019,39,0
"37035",2019,44,0
"17035",2019,44,0
"37057",2019,47,0
"37063",2019,47,0
"37065",2019,40,0
"13117",2019,51,0
"04009",2019,44,0
"37077",2019,44,0
"37081",2019,44,0
"37087",2019,45,0
"37095",2019,24,0
"01071",2019,34,0
"37101",2019,46,0
"37107",2019,42,0
"05079",2019,44,0
"01087",2019,33,0
"12085",2019,40,0
"37119",2019,52,0.0273972602739726
"13205",2019,29,0
"01101",2019,44,0
"37129",2019,37,0
"37131",2019,43,0
"37145",2019,44,0
"37147",2019,41,0
"33015",2019,44,0
"21205",2019,44,0
"37173",2019,42,0
"05139",2019,45,0.0127659574468085
"37183",2019,53,0
"37199",2019,45,0
"38007",2019,34,0
"13033",2019,34,0
"38015",2019,36,0
"17017",2019,36,0.00550964187327824
"38025",2019,35,0
"38053",2019,35,0
"17131",2019,38,0
"38065",2019,36,0
"38101",2019,31,0
"38105",2019,34,0
"08001",2019,28,0
"18003",2019,44,0
"39007",2019,39,0.00408163265306122
"39009",2019,33,0
"39013",2019,15,0
"01013",2019,44,0.0054945054945055
"05019",2019,53,0.00552486187845304
"39025",2019,44,0.0111731843575419
"17027",2019,43,0
"39029",2019,12,0
"39035",2019,56,0.010958904109589
"18035",2019,41,0
"01057",2019,38,0
"01059",2019,53,0.00273972602739726
"39055",2019,42,0.00869565217391304
"01063",2019,41,0
"12047",2019,57,0.0164383561643836
"18061",2019,2,0
"01073",2019,53,0.0054945054945055
"17095",2019,41,0
"06033",2019,40,0.0136986301369863
"01079",2019,43,0
"39089",2019,41,0
"39093",2019,41,0
"19117",2019,44,0.00284900284900285
"01089",2019,42,0
"39099",2019,46,0
"39103",2019,44,0
"18103",2019,40,0
"01101",2019,52,0
"18113",2019,38,0
"39133",2019,38,0
"39135",2019,48,0
"39145",2019,14,0
"17175",2019,52,0
"08117",2019,48,0.00826446280991736
"39155",2019,44,0
"13301",2019,47,0.00833333333333333
"01129",2019,41,0
"39173",2019,38,0
"19001",2019,40,0
"40017",2019,37,0.0028169014084507
"21043",2019,46,0
"01023",2019,37,0
"05025",2019,52,0
"20033",2019,47,0
"40037",2019,36,0.00280898876404494
"08027",2019,14,0
"40043",2019,44,0
"05053",2019,22,0
"37101",2019,40,0
"40071",2019,47,0.00273972602739726
"40079",2019,36,0
"40097",2019,35,0
"40101",2019,18,0.0149253731343284
"40105",2019,45,0.00273972602739726
"40109",2019,52,0.00273972602739726
"20139",2019,38,0
"20143",2019,45,0.00275482093663912
"40121",2019,46,0.00547945205479452
"40135",2019,41,0
"40143",2019,50,0.00273972602739726
"12003",2019,31,0
"05007",2019,22,0
"41005",2019,31,0.00444444444444444
"05027",2019,27,0
"33007",2019,25,0
"41013",2019,30,0.00273972602739726
"41017",2019,26,0.0136986301369863
"08035",2019,32,0
"05053",2019,41,0.00286532951289398
"41025",2019,44,0.0137362637362637
"01071",2019,41,0.0191780821917808
"01073",2019,29,0.00547945205479452
"41033",2019,34,0.0136986301369863
"41035",2019,39,0.0164383561643836
"06033",2019,25,0.00275482093663912
"20101",2019,44,0.0219178082191781
"19113",2019,37,0.00547945205479452
"01093",2019,37,0
"41051",2019,36,0
"41059",2019,40,0.00273972602739726
"05139",2019,26,0
"41063",2019,29,0.00275482093663912
"41065",2019,31,0
"01129",2019,37,0.00273972602739726
"08001",2019,45,0
"42003",2019,59,0.0301369863013699
"42005",2019,43,0
"40007",2019,50,0.00273972602739726
"42011",2019,44,0.0164383561643836
"42013",2019,46,0
"12007",2019,41,0
"42017",2019,35,0.00840336134453781
"42021",2019,45,0
"42027",2019,49,0
"42029",2019,46,0.0054945054945055
"42033",2019,33,0
"17035",2019,51,0.0136986301369863
"42043",2019,44,0.010958904109589
"18035",2019,51,0.0191780821917808
"20049",2019,35,0
"36029",2019,39,0
"01057",2019,42,0
"01059",2019,36,0
"01063",2019,38,0
"42063",2019,38,0
"42069",2019,39,0
"31109",2019,52,0.0273972602739726
"01079",2019,31,0
"42075",2019,46,0.0111111111111111
"42077",2019,43,0.00833333333333333
"42079",2019,34,0
"42081",2019,37,0
"17131",2019,44,0
"01099",2019,34,0
"01101",2019,40,0.00276243093922652
"37131",2019,44,0.00826446280991736
"42101",2019,49,0.0164383561643836
"23025",2019,36,0
"42115",2019,32,0
"36107",2019,37,0
"01129",2019,51,0
"42129",2019,41,0
"36121",2019,38,0
"23031",2019,44,0
"72001",2019,24,0
"72",2019,20,0
"72025",2019,10,0.0112994350282486
"72",2019,45,0.031700288184438
"72053",2019,29,0
"72057",2019,29,0
"72061",2019,22,0.0110497237569061
"72",2019,33,0
"72113",2019,43,0.0170940170940171
"08111",2019,14,0
"10001",2019,34,0
"44007",2019,46,0
"01129",2019,38,0.00568181818181818
"45003",2019,37,0
"20003",2019,42,0.0117647058823529
"45015",2019,31,0
"45019",2019,42,0
"45025",2019,34,0
"45029",2019,26,0
"45031",2019,38,0
"45037",2019,43,0
"45041",2019,41,0
"45043",2019,14,0
"45045",2019,46,0
"45051",2019,35,0
"45063",2019,44,0
"13219",2019,37,0
"01107",2019,44,0
"17159",2019,42,0
"45083",2019,45,0.00574712643678161
"23031",2019,47,0.0191780821917808
"46011",2019,43,0.0136986301369863
"17009",2019,25,0
"46029",2019,32,0
"08027",2019,40,0
"40063",2019,14,0
"01071",2019,38,0
"20119",2019,36,0
"46099",2019,37,0.00273972602739726
"27113",2019,33,0.0110803324099723
"05139",2019,37,0
"20003",2019,44,0.00854700854700855
"01009",2019,46,0.00547945205479452
"22027",2019,35,0
"37057",2019,52,0.00273972602739726
"01049",2019,37,0
"47045",2019,35,0
"12047",2019,51,0
"01073",2019,44,0
"17095",2019,46,0
"01079",2019,36,0
"47105",2019,43,0
"01089",2019,36,0
"47119",2019,31,0
"47107",2019,41,0
"01101",2019,35,0
"12107",2019,33,0
"47145",2019,37,0
"05133",2019,44,0
"01117",2019,52,0.010958904109589
"18153",2019,44,0.00276243093922652
"20191",2019,44,0
"17199",2019,42,0
"20205",2019,40,0
"21013",2019,45,0.00547945205479452
"48029",2019,55,0.0164383561643836
"48037",2019,51,0.00286532951289398
"48039",2019,33,0.0191780821917808
"48043",2019,42,0
"22023",2019,52,0
"48085",2019,40,0.0219178082191781
"48109",2019,36,0.0113636363636364
"01047",2019,52,0.0164383561643836
"48121",2019,44,0.0328767123287671
"48135",2019,38,0
"08041",2019,57,0.0356164383561644
"20051",2019,44,0
"48167",2019,43,0.0220994475138122
"48183",2019,35,0.00276243093922652
"13145",2019,56,0.073972602739726
"18061",2019,44,0
"35023",2019,50,0.00547945205479452
"48221",2019,35,0.00280112044817927
"48231",2019,35,0
"01073",2019,49,0.0164383561643836
"05071",2019,38,0.0198863636363636
"48257",2019,42,0
"48273",2019,41,0
"48303",2019,34,0.00303030303030303
"48323",2019,34,0.00294985250737463
"48309",2019,39,0
"01101",2019,44,0.0136986301369863
"48349",2019,42,0
"48355",2019,49,0.00273972602739726
"06059",2019,44,0
"48367",2019,37,0
"05113",2019,31,0
"42105",2019,25,0
"48381",2019,41,0.00564971751412429
"48397",2019,34,0.00619195046439629
"20183",2019,36,0.00274725274725275
"48439",2019,51,0.0383561643835616
"48453",2019,52,0.00547945205479452
"48469",2019,31,0
"48479",2019,50,0.00273972602739726
"49003",2019,41,0.0054945054945055
"49005",2019,46,0.0383561643835616
"30009",2019,46,0.00273972602739726
"19051",2019,45,0.0164383561643836
"49013",2019,48,0.0301369863013699
"08045",2019,41,0
"26071",2019,43,0
"49035",2019,58,0.0465753424657534
"08111",2019,44,0.0192837465564738
"49045",2019,44,0.00547945205479452
"49047",2019,54,0.0602739726027397
"49049",2019,48,0.00273972602739726
"01129",2019,45,0
"13305",2019,12,0
"49057",2019,44,0.00649350649350649
"50003",2019,37,0
"50007",2019,39,0
"50021",2019,40,0
"09015",2019,11,0
"78",2019,27,0
"78",2019,21,0
"78",2019,37,0
"51003",2019,41,0
"51",2019,5,0
"51013",2019,40,0.00273972602739726
